State,Project ID,Project title,Subgrantee,Community,Rich/white,FEMA $,FEMA share,Elevated homes,Multi-purpose,Multi-community,Multi-elevation
Washington,DR-1734-0011-R,Amend 3 - King Co DR1734 Elev Project - Phase 2,King County,Carnation,x,"$320,335",75%,3,,x,
Washington,DR-1734-0011-R,Amend 3 - King Co DR1734 Elev Project - Phase 2,King County,Snoqualmie,x,"$640,670",75%,9,,x,
Washington,DR-1734-0016-R,Grays Harbor Co ELEV Project AMEND 1,Grays Harbor (County),Oakville,,"$64,125",75%,1,,,
Washington,DR-1734-0025-R,Centralia DR1734 Phase2- Home Elevations,Centralia,Centralia,,"$1,240,422",75%,24,,,
Washington,DR-1734-0026-R,Chehalis Tribe Flood Mit Project - Closeout,Chehalis Indian Reservation,Chehalis Indian Reservation,,"$67,048",75%,2,,,
Washington,DR-1817-0019-R,City of Issaquah Home Elevations - AMEND 2 - Budget Increase,Issaquah,Issaquah,,"$773,665",75%,5,,,
Washington,DR-1817-0021-R,City of Chehalis DR1817 Home Elevation Program - BUDGET INCREASE,Chehalis,Chehalis,,"$893,987",75%,16,,,
Washington,DR-1817-0024-R,Yakima County Repetitive Loss Properties,Yakima (County),Yakima,,"$20,360",75%,2,,,
Washington,DR-1817-0028-R,City of Snoqualmie DR1817 Home Elevation Project,Snoqualmie,Snoqualmie,x,"$1,822,240",75%,19,,,
Washington,DR-4188-0007-R,Thurston County Elevation Project,Thurston (County),Yelm,,"$158,202",75%,2,,,
Washington,FMA-PJ-10WA-1999001,King County-Snoqualmie - Si View Acres Elevations Ph2 (EMS-99-PA-3004),"Snoqualmie, City Of",Fall City,,"$40,355",75%,1,,x,
Washington,FMA-PJ-10WA-1999001,King County-Snoqualmie - Si View Acres Elevations Ph2 (EMS-99-PA-3004),"Snoqualmie, City Of",Snoqualmie,x,"$201,775",75%,5,,x,
Washington,FMA-PJ-10WA-2000001,King County Elevations (EMS-2000-GR-3046),,Carnation,x,"$85,725",75%,2,,x,
Washington,FMA-PJ-10WA-2000001,King County Elevations (EMS-2000-GR-3046),,Snoqualmie,x,"$85,725",75%,2,,x,
Washington,FMA-PJ-10WA-2002001,Snoqualmie Elevations (EMS-2002-GR-3097),"Snoqualmie, City Of",Snoqualmie,x,"$112,703",75%,3,,,
Washington,FMA-PJ-10-WA-2007-001,King County 2007 FMA Structural Elevation Projects,King County Water and Land Resources Division,Carnation,x,"$164,297",75%,3,,x,x
Washington,FMA-PJ-10-WA-2007-001,King County 2007 FMA Structural Elevation Projects,King County Water and Land Resources Division,Snoqualmie,x,"$273,828",75%,5,,x,
Washington,FMA-PJ-10-WA-2009-001,2009 King County Home Elevation Project - FMA,King County Water & Land Resources Division,Duvall,x,"$28,846",75%,1,,x,
Washington,FMA-PJ-10-WA-2009-001,2009 King County Home Elevation Project - FMA,King County Water & Land Resources Division,North Bend,x,"$28,846",75%,1,,x,
Washington,FMA-PJ-10-WA-2009-001,2009 King County Home Elevation Project - FMA,King County Water & Land Resources Division,Skykomish,x,"$28,846",75%,1,,x,
Washington,FMA-PJ-10-WA-2009-003,Snohomish County FY2009 FMA home elevations,Snohomish County Public Works Surface Water Management,Arlington,,"$14,697",75%,1,,x,
Washington,FMA-PJ-10-WA-2009-003,Snohomish County FY2009 FMA home elevations,Snohomish County Public Works Surface Water Management,Monroe,,"$29,394",75%,2,,x,
Washington,FMA-PJ-10-WA-2009-003,Snohomish County FY2009 FMA home elevations,Snohomish County Public Works Surface Water Management,Stanwood,x,"$14,697",75%,1,,x,
Washington,FMA-PJ-10-WA-2010-002,Snohomish County Home Elevation Proposal for FEMA FY2010 Flood Mitigation Assist,"Snohomish County Public Works, Surface Water Management",Snohomish,,"$251,008",75%,1,,,
Washington,FMA-PJ-10-WA-2011-001,FY2011 HMA City of Snoqualmie Home Elevation project,City of Snoqualmie,Snoqualmie,x,"$598,097",75%,10,,,
Washington,FMA-PJ-10-WA-2013-004,Stillaguamish Basin Home Elevations,Snohomish County Public Works Surface Water Management,Arlington,,"$48,316",95%,1,,x,
Washington,FMA-PJ-10-WA-2013-004,Stillaguamish Basin Home Elevations,Snohomish County Public Works Surface Water Management,Silvana,x,"$48,316",95%,1,,x,
Washington,FMA-PJ-10-WA-2013-004,Stillaguamish Basin Home Elevations,Snohomish County Public Works Surface Water Management,Stanwood,x,"$193,264",95%,4,,x,
Washington,FMA-PJ-10-WA-2013-006,Snohomish Basin Flood Mitigattion of SRL Homes,Snohomish County Public Works Surface Water Management,Snohomish,,"$64,193",100%,2,x,,
Washington,FMA-PJ-10-WA-2015-001,2016 Countywide Home Elevations,Snohomish County Public Works Surface Water Management,Arlington,,"$55,948",89%,1,,x,x
Washington,FMA-PJ-10-WA-2015-001,2016 Countywide Home Elevations,Snohomish County Public Works Surface Water Management,Snohomish,,"$55,948",89%,1,,x,
Washington,FMA-PJ-10-WA-2015-001,2016 Countywide Home Elevations,Snohomish County Public Works Surface Water Management,Woodinville,x,"$55,948",89%,1,,x,
Washington,FMA-PJ-10-WA-2017-001,2017 SnoCo Stillagaumish Flood Mitigation,Snohomish County Public Works Surface Water Management,Arlington,,"$982,664",94%,3,x,,x
Washington,LPDM-PJ-10-WA-2010-001,King County Flood Control District - Upper Snoqualmie Valley Home Elevations,King County Flood Control District,North Bend,x,"$233,023",75%,4,,x,
Washington,LPDM-PJ-10-WA-2010-001,King County Flood Control District - Upper Snoqualmie Valley Home Elevations,King County Flood Control District,Snoqualmie,x,"$233,023",75%,4,,x,
Washington,PDMC-PJ-10-WA-2007-002,Snohomish County PDM Home Elevation Grant 2007,Snohomish County,Snohomish,,"$342,890",75%,4,,,
Washington,SRL-PJ-10-WA-2011-001,King County Flood Control District Severe Repetitive Loss Home Elevations - 2010,King County Flood Control District,Carnation,x,"$200,255",90%,6,,x,
Washington,SRL-PJ-10-WA-2011-001,King County Flood Control District Severe Repetitive Loss Home Elevations - 2010,King County Flood Control District,North Bend,x,"$200,255",90%,6,,x,
Washington,SRL-PJ-10-WA-2011-001,King County Flood Control District Severe Repetitive Loss Home Elevations - 2010,King County Flood Control District,Snoqualmie,x,"$100,127",90%,6,,x,
Washington,SRL-PJ-10-WA-2011-001,King County Flood Control District Severe Repetitive Loss Home Elevations - 2011,King County Flood Control District,Issaquah,,"$100,127",90%,,,x,
Washington,SRL-PJ-10-WA-2011-004,FY2011 Severe Repetitive Loss City of Snoqualmie Elevation project,City of Snoqualmie,Snoqualmie,x,"$554,449",90%,6,,,
West Virginia,DR-1096-0008-R,CRYSTAL SPRING MITIGAITON PROJECT PLAN #1 (R REIN),RANDOLPH COUNTY,Elkins,x,"$298,073",75%,10,x,,
West Virginia,DR-1096-0014-R,SUMMERS COUNTY ACQUISITION/ ELEVATION PROJECT,SUMMERS COUNTY,Alderson,,"$188,403",75%,7,,x,
West Virginia,DR-1096-0014-R,SUMMERS COUNTY ACQUISITION/ ELEVATION PROJECT,SUMMERS COUNTY,Forest Hill,x,"$80,744",75%,3,,x,
West Virginia,DR-1096-0014-R,SUMMERS COUNTY ACQUISITION/ ELEVATION PROJECT,SUMMERS COUNTY,Hinton,x,"$53,829",75%,2,,x,
West Virginia,DR-1096-0014-R,SUMMERS COUNTY ACQUISITION/ ELEVATION PROJECT,SUMMERS COUNTY,Talcott,x,"$53,829",75%,2,,x,
West Virginia,DR-1096-0018-R,RANDOLPH COUNTY ACQUISITION,RANDOLPH COUNTY,Elkins,x,"$39,464",75%,2,x,,
West Virginia,DR-1168-0003-R,Jefferson County Acquiisition Elevation and Relocation,Jefferson County,Charles Town,,"$43,196",75%,1,x,,
West Virginia,DR-1168-0004-R,"Spencer Road Elevation, Relocation, Acquisition",Kanawha County,Sissonville,x,"$73,932",75%,2,x,,
West Virginia,DR-1229-0001-R,CITY OF BUCKHANNON ACQUISITON / ELEVATION PROJECT,BUCKHANNON,Buckhannon,,"$373,929",75%,16,x,,
West Virginia,DR-1378-0018-R,Summers County Elevation Project,Summers (County),Pence Springs,x,"$18,011",75%,1,,x,
West Virginia,DR-1378-0018-R,Summers County Elevation Project,Summers (County),Talcott,x,"$18,011",75%,1,,x,
West Virginia,DR-1378-0019-F,Summer County 5% Elevation Project,Summers (County),Alderson,,"$28,026",75%,1,,,
West Virginia,DR-4071-0008-R,City of Parsons Pulp Bottom Elevation Project,Parsons,Parsons,x,"$442,465",75%,5,,,
West Virginia,DR-4273-0014-R,City of Richwood (Nicholas County) Elevation (1) Properties,Richwood,Richwood,x,"$92,954",75%,1,,,
West Virginia,DR-4273-0041-R,Greenbrier County Reconstruction (2) Properties,Rupert,Rupert,x,"$262,500",75%,3,,,
West Virginia,DR-4273-0059-R,Town of Clendenin (Kanawha County) Elevation (1) properties,Clendenin (RR name Clendennin),Clendenin,x,"$129,747",75%,1,,,
West Virginia,DR-4273-0060-R,Town of Clendenin (Kanawha County) Reconstruction (2) properties,Clendenin (RR name Clendennin),Clendenin,x,"$289,976",75%,0,,,
West Virginia,DR-4273-0061-R,Town of Clendenin (Kanawha County) Reconstruction (4) PPDR Properties,Clendenin (RR name Clendennin),Clendenin,x,"$555,185",75%,4,,,
West Virginia,DR-4273-0063-R,City of Richwood (Nicholas County) Reconstruction 2 Properties,Richwood,Richwood,x,"$131,202",75%,1,,,
West Virginia,DR-4273-0064-R,City of Richwood (Nicholas County) Reconstruction 2 PPDR Properties,Richwood,Richwood,x,"$258,180",75%,1,,,
West Virginia,DR-4273-0072-R,"Greenbrier County Reconstruction (3) PPDR Properties
 Original application revis",Greenbrier (County),Ronceverte,x,"$87,857",75%,1,x,x,
West Virginia,DR-4273-0072-R,"Greenbrier County Reconstruction (3) PPDR Properties
 Original application revis",Greenbrier (County),Rupert,x,"$87,857",75%,1,x,x,
West Virginia,DR-4273-0073-R,Greenbrier County Elevation (3) Properties,Greenbrier (County),Rupert,x,"$85,018",75%,2,,x,
West Virginia,DR-4273-0073-R,Greenbrier County Elevation (3) Properties,Greenbrier (County),White Sulphur Springs,,"$42,509",75%,1,,x,
West Virginia,DR-4273-0080-R,Logan County Reconstruction (6) Properties,Logan (County),Verdunville,x,"$794,675",100%,1,,,
West Virginia,DR-4273-0081-R,Logan County Reconstruction (4) Properties,Logan (County),Verdunville,x,"$499,815",100%,4,,,
